index,an_base,nm_programa,nm_producao,nm_subtipo_producao,ds_abstract,nm_discente,nm_area_conhecimento,nm_area_avaliacao,nm_orientador
64923,1987,HISTORIA,A CONSOLIDACAO DA REPUBLICA E OS ATOS DE EXCECAO: A INTERVENCAO NO RIOGRANDE DO SUL 1893   1895,Mestrado,ESTE TRABALHO ESTUDA O PROCESSO DE CONSOLIDACAO DAS FORCAS POLITICAS  EM BUSCA DE HEGEMONIA NO PERIODO DECONSOLIDACAO DA REPUBLICA VELHA  TRES PRIMEIROS PRESIDENTES   A NIVEL FEDERAL E ESTADUAL  PARTICULARMENTE OCASO DO RIO GRANDE DO SUL         PARA MELHOR ENTENDIMENTO DO PROCESSO DE AJUSTE DAS FACCOES DA CLASSE DMINANTE  PROCUROU SE COMPREENDER O QUADRO GERAL DO FIM DA MONARQUIA  NQUAL SE INICIOU A TRANSICAO QUE O P IS VIRIA A PASSAR                  VERIFICOU SE QUE AS FORCAS MOMENTA NEAMENTE UNIDAS PARA A QUEDA DA MONRQUIA APOS A PROCLAMACAO DA REPUBLICA ENTRARAM EM CHOQUE PELO CONTROLEDO APARELHO DE ESTADO NESTE PROPOSI E APRESENTADAS EM RELACAO AOS DOS DEMAIS ESTADOS A BUSCA DO CONTROLE  DO APARELHO DE ESTADO DEPENDEU DA APLICACAO DOS ATOS DE EXCECAO QUE P ERMITIU AO PARTIDO REPUBLICANO RI  O GRANDENSE  PRR  ESTABELECER SE E CONSOLIDAR SEU PODER DURANTE A REUBLICA VELHA DANDO AO ESTADO POSICADE DESTAQUE DENTRO DA POLITICA NAC IONAL                              PARA O DESENVOLVIMENTO DO TRABALHO FORAM ANALISADOS OS DOCUMENTOS PAR LAMENTARES E FONTES NAO OFICIAIS RELATIVAS AO FINAL DO IMPERIO E AOS NOVE PRIMEIROS ANOS DA REPUBLICA,EL MOOR MARIA CRISTINA ABDU,HISTÓRIA,HISTÓRIA,
64927,1987,HISTORIA,LIMITES HISTORICOS DO PENSAMENTO ABOLICIONISTA   UMA CONTRIBUICAO AO ESTUDO DO GRADUALISMO ADOTADO NA ABOLICAO DA ESCRAVIDAO NO BRASIL,Mestrado,ESTUDO DA LENTIDAO DO PROCESSO  F  UNDADO NO GRADUALISMO  PARA A SUPRESSAO DO TRABALHO ESCRAVO  CONSTATACAO DAS MODIFICACOES OCORRIDAS NAS CONCEPCOES SOBRE A ESCRAVIDAO NA PASSAGEM DO SECULO XVIII PARA O SECULO XIX  ANALISE HISTORIOGRAFICA DOS T RABALHOS DE PENSADORES BRASILEIROS QUE FIZERAM A CRITICA DA ESCRAVIDAONO SECULO PASSADO  DEMONSTRACAO DO CARATER MORALISTA E IDEOLOGICO DAS MANIFESTACOES ANTI ESCRAVISTAS E D A DISPARIDADE ENTRE O DISCURSO DOS HOMENS ILUSTRADOS E A ACAO EMANCIPACIONISTA : A DISTANCIA ENTRE A INTENCAO E O GESTO,PEREIRA  LUPERCIO ANTONIO,HISTÓRIA,HISTÓRIA,
64931,1987,HISTORIA,TANQUE NOVO: A DIMENSAO POLITICA DEUM MOVIMENTO RELIGIOSO   MATO GROS SO 1930 1934,Mestrado,O TRABALHO SE PROPOE A ESTUDAR A HITORIA DE MATO GROSSO NO PERIODO DE 1930 1934 COM UM ENFOQUE ESPECIAL NO SEU UNIVERSO POLITICO  CONTEXTUALIZANDO O DENTRO DO PROJETO DE CENTRALISMO IMPOSTO PELOS VENCEDORES DE UTUBRODE 1930                      DO NOVO GRUPO DOMINANTE EM MATO GRODE NOVO GRUPO DOMINANTE EM MATO GROSOE DEMONSTRAR QUE O MOVIMENTO RELIGIOSO DE TANQUE NOVO  OCORRIDO NO ARAIAL DE TANQUE NOVO POCONE   MT TE VE A SUA EXISTENCIA VINCULADA AS DIPUTAS DOS GRUPOS QUE LUTAVAM NO ESTDO PELA CONQUISTA DE SUA HEGEMONIA ISTO PORQUE EM POCONE UM DOS REDUTOS DO ANTIGO GOVERNISMO A POLITICA LOCAL TAMBEM REFLETIU AS VARIACOES O COM AS DISPUTAS MUNICIPAIS TEM COO BASE A ANALISE DE SUA PROPRIA DINMICA UMA VEZ QUE A EXISTENCIA DO MOVIMENTO  FORMACAOO  DESENVOLVIMENTOE DESTRUICAO  ESTEVE IMBRICADA AOS ENREDOS POLITICOS TRAVADOS NO ESTA DO                                 O ESTUDO  QUE ESTA BASEADO EM DOCUMENTOS OFICIAIS  E PARTICULARES PERIODICOS E FONTES ORAIS  ANALISA COMOPATAMARES PARA A COMPRENSAO DO MOVIMENTO RELIGIOSO A ESTRUTURACAO POLI TICA DE MATO GROSSO A SUA PARTICIPACAO NO MOVIMENTO CONSTITUCIONALIST A DE 32 A FORMACAO DOS PARTIDOS POLITICOS E O MOMENTO ELEITORAL DE 193,COSTA MARIA DE FATIMA GOMES,HISTÓRIA,HISTÓRIA,
64935,1987,HISTORIA,O PROJETO DO EMPRESARIADO E A ESTRATEGIA DA INFORMACAO 1956 1960,Mestrado,UM ESTUDO DO EMPRESARIADO INDUS    TRIAL NOS ANOS JK ATRAVES DA OTICA DA FIESP  PROCURA DESVENDAR QUAL A REPRESENTACAO DO SOCIAL CONSTRUIDA E VEICULADA POR ESSE GRUPO SOCIAL ECONTRARIA TESES CORRENTES NA HISTO RIOGRAFIA DE UM  VAZIO DE PODER  DA AUSENCIA DE UM PROJETO DA BURGUESIINDUSTRIAL  E DE UM ESTADO ARBITRO SUJEITO DA HISTORIA E INSTITUINTE  DA CLASSE INDUSTRIAL E DA PROPRIA  INDUSTRIALIZACAO O PROJETO DO EMPRESARIADO CORREN   TE NOS ANOS 50 PODE SER DEFINIDO COMO UM PROJETO DE DOMINACAO TOTALI  ZANTE NA MEDIDA EM QUE PENSAVA A ORDENACAO DO SOCIAL POR COMPLETO A   PARTIR DA INDUSTRIALIZACAO DESIGNAN A SEU VER PUNHAM EM RISCO O FUTURO DO CAPITALISMO E DA INICIATIVA PRI VADA NO BRASIL                     A INDUSTRIALIZACAO TRATADA SOB     ESSE PRISMA DEIXA DE SER APENAS UM PROCESSO TECNOLOGICO OU ECONOMICO E REVELA PRIMORDIALMENTE SEU CARATER DE LUTA POLITICA ENRAIZADA NO CON  FLITO CAPITAL TRABALHO,TREVISAN MARIA JOSE,HISTÓRIA,HISTÓRIA,
64937,1987,HISTORIA,SEM FE SEM LEI SEM REI:LIBERALISMO E ANARQUISMO NA REPLUBICA BRASIL:  1890 1930,Mestrado,A DISSERTACAO EXPLORA AS DIFERENTE S ESTRATEGIAS DE CONTROLE DA CLASSEOPERARIA QUE SE CONSTITUEM NO BRASIL NAS PRIMEIRAS DECADAS DO SECULO  VISANDO A AFIRMACAO DA DOMINACAO BURGUESA NOS INICIOS DA INDUSTRIALIZA CAO                                POR OUTRO LADO PROCURA RESGATAR    AS DIFERENTES FORMAS QUE ASSUME A  RESISTENCIA DOS TRABALHADORES SEJA NO INTERIOR DO PROCESSO DE TRABALHOCAMPO AINDA MUITO POUCO PESQUISADO NO BRASIL SEJA NA ORGANIZACAO DA VIA SOCIAL EM SEUS DIFERENTES MOMENTOS NA VIDA FAMILIAR  NA EDUCACAO  NOLAZER NESSE SENTIDO O ESTUDO DO ANARQUISMO NO BRASIL GANHA RELEVO COMOFORMA VITORIOSA TEMPORARIAMENTE NO,RAGO LUZIA MARGARETH,HISTÓRIA,HISTÓRIA,
64938,1987,HISTORIA,UMA LEGALIZACAO DE  TERRAS DEVOLUTAS  EM MATO GROSSO,Mestrado,A PESQUISA SE DESENVOLVEU A PARTIR DA HISTORIA DA TERRA NO BRASIL DO  SECULO XVI AO SECULO XX  A FIM DE MOSTRAR O VALOR DA TERRA NAS REGIOESNORTE E CENTRO OESTE FORAM ESTUDAD OS A PRODUCAO E O TRABALHO NESSAS R EGIOES COM ENFASE NOS MOVIMENTOS MIGRATORIOS  OBSERVADA A POSICAO DO  HOMEM  NA REGIAO NORTE PASSOU SE AOESTUDO DA OCUPACAO DA AMAZONIA E D E SUA ESTRUTURA FUNDIARIA NO PERIODO DE 1960 A 1980  O APARECIMENTO DA AMAZONIA LEGAL E OS INCENTIVOS OF  ERECIDOS PELO GOVERNO PARA ESSA FINALIDADE SURGEM COMO UMA RESPOSTA POLITICA AO DESENVOLVIMENTO REGIONAL A LEGALIZACAO DAS GLEBAS GOIO ERE  E SIRO ERE NO MUNICIPIO DE ARIPUANA,PENCO  CELIA DE CARVALHO FERREIRA,HISTÓRIA,HISTÓRIA,
64940,1987,HISTORIA,ESTADO E POLITICA NO GOVERNO JK:CONSIDERACOES SOBRE A ALIANCA E ATUA CAO DO PDS PTB NA POLITICA DESENVOLVMENTISTA DE 1956   1961,Mestrado,AO ELABORARMOS ESTA DISSERTACAO PROCURAMOS COMPREENDER AS INTERACOES ESTABELECIDAS ENTRE A SOCIEDADE POLITICA BRASILEIRA E O ESTADO NO PERIOO DE 1956 A 1961 SOB A GERENCIA DE SCELINO KUBITSCHEK MAIS PRECISAMENTE AVANCAMOS NA DISCSSAO DA POLITICA ECONOMICA DO PERIODO   DESENVOLVIMENTISMO POPULISTA  QUE PARA SUA IMPLEMENTACAO  EXIGIU A FIRME DISPOSICAO DO ESTADO E POR ONTINGENCIA TROUXE CONSIGO AS REPR ESENTACOES POLITICO PARTIDARIAS    FOI NOSSO PROPOSITO EVIDENCIAR A RELATIVA AUTONOMIA DO ESTADO EM DECORENCIA DA FLACIDA HEGEMONIA QUE ABURGUESIA NACIONAL SOUBERA PRATICIZAR,FONSECA CELSO SILVA,HISTÓRIA,HISTÓRIA,
64946,1987,HISTORIA,A CONFEDERACAO DO EQUADOR: PERNAMBUCO EM 1824  CONTRADICOES SOCIAIS E CONFLITO ARMADO,Mestrado,O OBJETIVO DO TRABALHO FOI ESTUDAR A CONFEDERACAO DO EQUADOR EM PERNAMBUCO  AVALIAR O SEU SIGNIFICADO PARA A HISTORIA DO SECULO XIX NO BRASIL ANALISANDO AS CONTRADICOES QUE AFLORAVAM  NA DECADA DE VINTE DESSE S ECULO  NA SOCIEDADE BRASILEIRA EM GERAL E NA PERNAMBUCANA EM PARTICULAR  DETECTAR A DINAMICA DESSA CONTRADICOES E OS FATORES QUE CONCORRERAMPARA A SUA EMERGENCIA  EM 1824  NA FORMA DE CONFLITO ARMADO A ANALISE ESTEVE RELACIONADA AO CO NTEXTO EM QUE SE INSERIA O BRASIL NO PLANO INTERNACIONAL E  AO MESMO TEMPO  A CONFIGURACAO ASSUMIDA PELO ESTADO NACIONAL FUNDADO NUM PODER REPRESENTATIVO,LEITE  GLACIRA LAZZARI,HISTÓRIA,HISTÓRIA,
64948,1987,HISTORIA,A LEI ABERDEEN 1845 E SUAS REPERCUSSOES NO BRASIL,Mestrado,ESTE TRABALHO OBJETIVAIDENTIFICAR REACOES OCORRIDAS NO BRASIL DECORRENTES DA APROVACAO DA LEI ABERDEEN EM1845 ESTA LEI QUE CONCEDIA A MARINHINGLESA O DIREITO DE DETER VISITAR APREENDER TODO E QUALQUER NAVIO BRA SILEIRO QUE PRATICASSE TRAFICO DE  ESCRAVOS ERA O RESULTADO DA DESOBEDIENCIA POR PARTE DO IMPERIO DOS COMROMISSOS ASSUMIDOS COM A INGLATERR A EM 1826                          O BRASIL RECEBE ESTE ATO INGLES COM FORTES PROTESTOS NO MEIO POLITICO  BRASILEIRO CAMARA E SENADO E ATRVE S DE CORRESPONDENCIAS DIPLOMATICAS REALIZADAS PELO MINISTERIO DOS NEGOCIOS ESTRANGEIROS COM A INGLATERRA O PAIS PROCURA OBTER A REVOGACAO DA LEI EUSEBIODE QUEIROZ QUE COLOCOU FM AO TRAFICO DE ESCRAVOS PARA O BRASIL                                MESMO COM A EXTINCAO DO TRAFICO A POLITICA DE PRESSAO E FORCA DA INGLAERRA CONTINUA  SITUACAO ESTA QUE C ULMINA COM O CORTE DE RELACOES DIPLMATICAS ENTRE AS DUAS NACOES NA DECADA DE SESSENTA,LINO ELIDA MARIA LOUREIRO,HISTÓRIA,HISTÓRIA,
69502,1988,HISTORIA,"ESTUDO DE UMA COMUNIDADE PIONEIRA NO NORTE DO PARANA : JATAIZINHO, 1950-1985",Mestrado,"ESTUDO DAS RELACOES SOCIAIS, POLITICAS E ECONOMICAS ENTRE FORNECEDORES E EMPREGADORES DA FORCA DE TRABALHO NAS SUAS VARIADAS FORMAS, SOBRETUO NAS INCIPIENTES EMPRESAS URBANAS DO SETOR SECUNDARIO. ESTE ESTUDO T EM COMO REFERENCIA A ANALISE DAS TRANSFORMACOES DA INDUSTRIA OLEIRA DE 1950 A 1985 NO MUNICIPIO DE JATAIZINHO, SITUADO AS MARGENS DO RIO TIBAGI, NORTE DO PARANA. O IMPACTO DAS TRANSFORMACOES POLITICAS E ECONOMI CAS SOBRE AS FORMAS ARTESANAIS DE PRODUCAO.",JOSE CEZAR DOS REIS,HISTÓRIA,HISTÓRIA,
69509,1988,HISTORIA,FALAS DE ASTUCIA E DE ANGUSTIA: A SECA NO IMAGINARIO NORDESTINO - DE PROBLEMA A SOLUCAO 1877-1922.,Mestrado,"ESTE TRABALHO EXPLICA PORQUE A SECA SE TORNOU UM PROBLEMA REGIONAL NACIONAL A PARTIR DE 1877 MESMO SENDO UM FENOMENO SECULAR. ENTENDER A PROLEMATIZACAO DA SECA NESTE MOMENTO   SEU DESLOCAMENTO PARA O CENTRO DO ""DISCURSO REGIONAL"" RECORRENDO A UMA ANALISE ESTRUTURAL DA SOCIEDADE ""NORTISTA"" BEM COMO PERCEBER A FORMACAO DE UM DISCURSO EM TORNO DO FENOMENO ""DISCURSO DA SECA"" QUE TRANSFORMA EM EXPLICACAO PARA TODOS OS PRO BLEMAS ENFRENTADOS NA REGIAO E SERVE DE PRETEXTO PARA REIVINDACOES AS MAIS DIVERSAS FORAM OBTIDAS DESTE TRABALHO NA CONSTITUICAO DO ""DISCURSO DA SECA"" NAO SE INTRECRUZAR VARIOS DISCURSOS QUE ABORDAM O TEMA DEST CAO SOCIAL. ESTES VARIOS DISCURSOS DARAO ORIGEM A UM DISCURSO OUTRO O DISCURSO DOMINANTE NOBRE E A SECA AO SE CONFLITAREM. ESTE ""DISCURSO DA SECA"" NAO E REDUTIVEL NENHUM DESTES DISCURSOS PARTICULARES POR FIM PR OCURAMOS DEMONSTRAR AS CONSEQUENCIAS PRATICAS DESTE DISCURSO E COMO ESTAS A REFORMULACAO TATICAS E ESTRATEGICAS NO PROPRIO DISCURSO.",ALBUQUERQUE JUNIOR DURVAL MUNIZ,HISTÓRIA,HISTÓRIA,
69511,1988,HISTORIA,UMA TENTATIVA DE COLONIZACAO: A COLONIA AGRICOLA DO IATA EM RONDONIA -(1943-1972).,Mestrado,.,FRANCISCA ARAUJO DA SILVA,HISTÓRIA,HISTÓRIA,
69512,1988,HISTORIA,POLITICAS MIGRATORIAS ENTRE O JAPAO E O BRASIL DO SUBSIDIO 1926 AO SISTEMA DE QUOTAS 1934.,Mestrado,"TRATA-SE DE UM ESTUDO DAS POLITICAS MIGRATORIAS ESTABELECIDAS ENTRE BRASIL E JAPAO. A ANALISE DESENVOLVE-SE NO MARCO DO SISTEMA CAPITALISTA,PROCURANDO RELACIONAR ESTAS POLITI AS COM O MOVIMENTO MIGRATORIO INTE RNACIONAL.                                                            O TRABALHO APRESENTA AS PECULIARIDADES DAS CORRENTES MIGRATORIAS JAPONESAS PARA O BRASIL EM PERIODOS DIFERENCIADOS, ENFOCANDO AS PERSPECTIVA S DOS GOVERNOS DOS DOIS PAISES. UM DOS PONTOS CENTRAIS DO ESTUDO E A DISCUSSAO DESDE O PROBLEMA NA CONSTITUINTE DE 1934 ONDE TRANSPARECE A LUTA DOS DIVERSOS GRUPOS POLITICOS SOBRE O TEMA.",MANOEL MARTINS PEREIRA,HISTÓRIA,HISTÓRIA,
69515,1988,HISTORIA,"CONCEICAO DE MONTE ALEGRE"": CIDADE ISOLADA NO VALE DO PARANAPANEMA.",Mestrado,"UM ESTUDO SOBRE CONCEICAO DE MONTE LEGRE UM LUGAREJO A OESTE DO ESTADO DE SAO PAULO E O FATOR DE DESENVOLVIMENTO DE UMA EPOCA EM QUE AS CIDAES FORAM MARCO DA REGIAO E DEPOIS  IERAM A PERDER O SEU VALOR PARA OU TRAS QUE CONTINUARAM A SE DESENVOLVER A FUNDAMENTACAO DESSE TRABALHO SE FEZ ATRAVES DE LEITURAS DOS TRABALHOS EXISTENTES SOBRE A REGIAO,PESQUISAS EM ARQUIVOS E ENTREVISTAS COM ANTIGOS MORADORES DO LOCAL ESTUDAD O. A ABERTURA DOS SERTOES DO VALE DO PARANAPANEMA PELOS POVOADORES MINEIROS MARCOU A CONQUISTA DA ULTIMA REGIAO NAO DESBRAVADA DO ESTADO DE SAO PAULO E ESTAVA LIGADA DIRETAMENTE A EXPANSAO DO CAPITALISMO SUBDIV",MARIA SILVIA MORAES NORCIA MORELI,HISTÓRIA,HISTÓRIA,
69522,1988,HISTORIA,A CONTRIBUICAO DE BRASILIA PARA O DSENVOLVIMENTO ECONOMICO DE GOIAS.,Mestrado,.,TENORIO DE MELO NETO,HISTÓRIA,HISTÓRIA,
69523,1988,HISTORIA,O BRILHO E A MISERIA; A EXPLORACAO DE DIAMAMTES EM POXOREO - MT [1930-40].,Mestrado,"O OBJETIVO DO PRESENTE TRABALHO E PCEDER A UMA ANALISE HISTORICA DA EXPLORACAO DE DIAMANTES EM POXOREO, MUNICIPIO SITUADO A SUDESTE DO ESTAD DE MATO GROSSO, BRASIL, ESCLARECE DO O PROCESSO DE FORMACAO E OS SEU S PROBLEMAS DE INFRA-ESTRUTURA DO NUCLEO DE GARIMPEIROS NESTA REGIAO. AO MESMO TEMPO, TENTA-SE PROCURAR UMA RESPOSTA PARA O PORQUE DA IDEIA DA 'ELDORADO', OU DE RIQUEZA FACIL, ATRAIR UMA GRANDE LEVA DE NORDESTI NOS SOBRETUDO NA DECADA DE 1940.",NICOZINA MARIA CAMPOS GONTIJO,HISTÓRIA,HISTÓRIA,
69529,1988,HISTORIA,A RESISTENCIA DO INDIO AO EXTERMINIO: O CASO DOS AKWE XAVANTE (1967-1980),Mestrado,"SSTUDO DAS FORMAS DE RESISTENCIA DOS AKWE XAVANTE DIANTE DA EXPANSAO DO CAPITAL NAS DECADAS DE 1960 E 70. A PRESSAO DO CAPITAL SOBRE AS TERRS OCUPADAS POR AQUELES INDIOS E A  CAO DO ESTADO OS RESULTADOS DA POL ITICA DE INCENTIVOS PUBLICOS PROPORCIONADA PELO GOVERNO MILITAR NA ""AMAZONIA LEGAL"". O PLANO DE DESENVOLVIMENTO DA NACAO XAVANTE E OS CONFLITOS NAS RESERVAS DE PIMENTEL BARBOSA E DE PARABURU.",MARTA MARIA LOPES,HISTÓRIA,HISTÓRIA,
69533,1988,HISTORIA,QUESTAO AGRARIA EM GOIAS: GOVERNO MAURO BORGES - 1961-1964.,Mestrado,.,MARISIS CUNHA DE OLIVEIRA,HISTÓRIA,HISTÓRIA,
69534,1988,HISTORIA,DISCURSO E PRATICA LIBERAL NOS ANOS 30. O ENIGMA DOS ANEIS E DOS DEDOS.,Mestrado,"ESTE TRABALHO SE PROPOE ESTUDAR O DISCURSO E A PRATICA DOS POLITICOS AUTODENOMINADOS LIBERAIS, PRESENTES NA CAMARA DOS DEPUTADOS, NA PRIMEIR E UNICA LEGISLATURA [1935-1937] D  CONSTITUICAO DE 1934. A TESE BASICA E DE QUE O LIBERALISMO FOI REIVINDICADO TANTO PELOS POLITICOS QUE APOIARAM A IMPLANTACAO DO ESTADO AUTORITARIO TANTO PELOS QUERESISTIRAM AO PROGRESSIVO FECHAMENTO DO REGIME. A PARTIR DOS ANAIS DO PARLAMENTO E DOS ESTUDOS DAS CORRENTES POLITICAS ESTADUAIS, O QUE SE TENTA E ESTUDAR AS MUDANCAS DO PENSAMENTO LIBERAL , EM UMA CONJUNTURA MARCADA PELA IMPLANTACAO DO 'ESTADO NOVO '.",LUIZ SERGIO DUARTE DA SILVA,HISTÓRIA,HISTÓRIA,
69537,1988,HISTORIA,OS DIAMANTES DO BRASIL NA REGENCIA.DE D. JOAO (1792-1816) . UM ESTUDO DE DEPENDENCIA INTERNA.,Mestrado,"O ACHADO DOS DIAMANTES NO BRASIL SUSCITOU PROBLEMAS DIVERSOS,COMO A FORMA PELA QUAL DEVERIA SER PROCEDIDA A EXPLORACAO A CONSERVACAO DO SEU RECO NOS MERCADOS MUNDIAIS E O CUI ADO PARA EVITAR A SUPER-PRODUCAO Q UE PROVOCARIA O AVILTAMENTO DOS PRECOS.",DAVID RABELLO DE ALMEIDA,HISTÓRIA,HISTÓRIA,
69543,1988,HISTORIA,GOVERNO OLEGARIO MACIEL; MINAS GERAIS [1930-33]..,Mestrado,NESTA DISSERTACAO PROCURAMOS COMPREENDER O POSICIONAMENTO E AS INTERACOES ESTABELECIDAS ENTRE O GOVERNO OLEGARIO E AS FACCOES POLITICO-PARTIARIAS DE MINAS GERAIS NO PERIODO D  1930 A 1933. MOSTRAMOS QUE A INDICACAO DE OLEGARIO MACIEL A PRESIDENTE DO ESTADO REPRESENTA UMA MANOBRA POLITICA DAS PRINCIPAIS LIDERANCAS MINEIRAS DO PARTIDO REPUBLICANO MINEIRO [PRM]. VIMOS QUE AS DIVERSAS CRISES DE SEU GOVERNO SAO DECORRENTES DA LUTA ENTRE OS GRUPOS DOMINANTES LOCAIS E DAS TENTATIVAS DE INTERVENCAO DO GOVERNO FEDERAL NO ESTADO DE MINAS GERAIS.,IONE DE FATIMA OLIVEIRA,HISTÓRIA,HISTÓRIA,
69546,1988,HISTORIA,OS COMERCIANTES NA SOCIEDADE PAULISTA NA 1 METADE DO SECULO XIX.,Mestrado,"ESTUDO DOS VARIOS TIPOS DE ATIVIDADES COMERCIAIS DESENVOLVIDAS NA CIDADE DE SAO PAULO NA PRIMEIRA METADE NO SECULO XIX, DA PARTICIPACAO DO CMERCIANTE NA VIDA POLITICA - ADMIN STRATIVA, RELIGIOSA E MILITAR DA C IDADE E DO RELACIONAMENTO DOS COMERCIANTES COM OUTROS GRUPOS SOCIAIS.",ELIZABET D. RABELLO DE ALMEIDA,HISTÓRIA,HISTÓRIA,
69552,1988,HISTORIA,O CENTAURO MAQUIAVELICO IDEOLOGIA DA REVISTA CULTURAL POLITICA 1941-1945.,Mestrado,"ESTUDO DA IDEOLOGIA DA REVISTA CULTURA POLITICA [CP] QUE CIRCULOU NO FINAL DO ESTADO NOVO. TRATA-SE DE UMA LEITURA GRAMSEIANA, CONFRONTANDO  IDEOLOGIA E A CORRELACAO DE FORCA  POLITICAS E O PROCESSO DE CONSTRU CAO DO ESTADO NOS ANOS 30[TRINTA].                                    A  PARTIR DO CONFRONTO ENTRE O DISCURSO PRESENTE E O AUSENTE CONSTATA-SE O CARATER DE CLASSE DAS FORMULACOES DA 'CP'. COMPROVA-SE QUE A REVI STA CONSTRUIA UMA ACAO HEGEMONICA DESTINADA A UNIFICAR UM BLOCO DE PODER LATIFUNDIARIO-INDUSTRIAL, MEDIANTE UM TIPO ESPECIFICO DE MODERNIZACAO. SERVANDO O 'ESPIRITO NACIONAL'.",HARUF SALMEN ESPINDOLA,HISTÓRIA,HISTÓRIA,
